"","island","item","wh","gap","region","model","surprisal"
"405","nocomp",21,"that","gap","continuation","NGRAM",31.1512288580898
"406","nocomp",21,"that","nogap","embed_obj","GPT2",8.47675323486328
"407","nocomp",21,"that","nogap","embed_obj","GPT3",5.4380429
"408","nocomp",21,"that","nogap","embed_obj","GRNN",11.9673991203308
"409","nocomp",21,"that","nogap","embed_obj","JRNN",9.69539880752563
"410","nocomp",21,"that","nogap","embed_obj","NGRAM",15.3841910496293
"411","nocomp",21,"what","gap","continuation","GPT2",8.8870105445385
"412","nocomp",21,"what","gap","continuation","GPT3",6.6494589
"413","nocomp",21,"what","gap","continuation","GRNN",15.6098657846451
"414","nocomp",21,"what","gap","continuation","JRNN",10.7445253133774
"415","nocomp",21,"what","gap","continuation","NGRAM",31.1512288580898
"416","nocomp",21,"what","nogap","embed_obj","GPT2",9.26709032058716
"417","nocomp",21,"what","nogap","embed_obj","GPT3",7.6310842
"418","nocomp",21,"what","nogap","embed_obj","GRNN",13.7152743339539
"419","nocomp",21,"what","nogap","embed_obj","JRNN",14.0072269439697
"420","nocomp",21,"what","nogap","embed_obj","NGRAM",15.3841910496293
"421","nocomp",22,"that","gap","continuation","GPT2",17.5085799694061
"422","nocomp",22,"that","gap","continuation","GPT3",18.4743722
"423","nocomp",22,"that","gap","continuation","GRNN",22.6724345684051
"424","nocomp",22,"that","gap","continuation","JRNN",26.1189088821411
"425","nocomp",22,"that","gap","continuation","NGRAM",35.2426138951214
"426","nocomp",22,"that","nogap","embed_obj","GPT2",13.3459174633026
"427","nocomp",22,"that","nogap","embed_obj","GPT3",12.5384697
"428","nocomp",22,"that","nogap","embed_obj","GRNN",16.2456367015839
"429","nocomp",22,"that","nogap","embed_obj","JRNN",16.0095860958099
"430","nocomp",22,"that","nogap","embed_obj","NGRAM",34.3714002456207
"431","nocomp",22,"what","gap","continuation","GPT2",14.0893409252167
"432","nocomp",22,"what","gap","continuation","GPT3",13.8007486
"433","nocomp",22,"what","gap","continuation","GRNN",20.9996762275696
"434","nocomp",22,"what","gap","continuation","JRNN",23.235020160675
"435","nocomp",22,"what","gap","continuation","NGRAM",35.2426138951214
"436","nocomp",22,"what","nogap","embed_obj","GPT2",17.599534034729
"437","nocomp",22,"what","nogap","embed_obj","GPT3",15.1878455
"438","nocomp",22,"what","nogap","embed_obj","GRNN",22.1555609703064
"439","nocomp",22,"what","nogap","embed_obj","JRNN",19.92267370224
"440","nocomp",22,"what","nogap","embed_obj","NGRAM",34.3714002456207
"441","nocomp",23,"that","gap","continuation","GPT2",9.59896862506867
"442","nocomp",23,"that","gap","continuation","GPT3",9.9637622
"443","nocomp",23,"that","gap","continuation","GRNN",20.6500902175904
"444","nocomp",23,"that","gap","continuation","JRNN",12.7710566520691
"445","nocomp",23,"that","gap","continuation","NGRAM",13.4097536841388
"446","nocomp",23,"that","nogap","embed_obj","GPT2",7.13196611404419
"447","nocomp",23,"that","nogap","embed_obj","GPT3",4.2329357
"448","nocomp",23,"that","nogap","embed_obj","GRNN",16.2115144729614
"449","nocomp",23,"that","nogap","embed_obj","JRNN",11.8349268436432
"450","nocomp",23,"that","nogap","embed_obj","NGRAM",32.9274931406492
"451","nocomp",23,"what","gap","continuation","GPT2",6.5301308631897
"452","nocomp",23,"what","gap","continuation","GPT3",7.414707
"453","nocomp",23,"what","gap","continuation","GRNN",18.9173936843872
"454","nocomp",23,"what","gap","continuation","JRNN",10.2942795753479
"455","nocomp",23,"what","gap","continuation","NGRAM",13.4097536841388
"456","nocomp",23,"what","nogap","embed_obj","GPT2",13.5862790346146
"457","nocomp",23,"what","nogap","embed_obj","GPT3",8.4338437
"458","nocomp",23,"what","nogap","embed_obj","GRNN",23.6086945533752
"459","nocomp",23,"what","nogap","embed_obj","JRNN",20.8698918819428
"460","nocomp",23,"what","nogap","embed_obj","NGRAM",32.9274931406492
"461","nocomp",24,"that","gap","continuation","GPT2",12.1219240427017
"462","nocomp",24,"that","gap","continuation","GPT3",12.7557839
"463","nocomp",24,"that","gap","continuation","GRNN",18.2834138870239
"464","nocomp",24,"that","gap","continuation","JRNN",21.2562561035156
"465","nocomp",24,"that","gap","continuation","NGRAM",24.3777027097541
"466","nocomp",24,"that","nogap","embed_obj","GPT2",2.82408332824707
"467","nocomp",24,"that","nogap","embed_obj","GPT3",3.4522072
"468","nocomp",24,"that","nogap","embed_obj","GRNN",6.83321273326874
"469","nocomp",24,"that","nogap","embed_obj","JRNN",4.44181859493256
"470","nocomp",24,"that","nogap","embed_obj","NGRAM",13.7028224422861
"471","nocomp",24,"what","gap","continuation","GPT2",7.71586465835572
"472","nocomp",24,"what","gap","continuation","GPT3",8.9688611
"473","nocomp",24,"what","gap","continuation","GRNN",13.3299528360367
"474","nocomp",24,"what","gap","continuation","JRNN",16.06791639328
"475","nocomp",24,"what","gap","continuation","NGRAM",24.3777027097541
"476","nocomp",24,"what","nogap","embed_obj","GPT2",4.93109738826751
"477","nocomp",24,"what","nogap","embed_obj","GPT3",3.9511609
"478","nocomp",24,"what","nogap","embed_obj","GRNN",15.199583530426
"479","nocomp",24,"what","nogap","embed_obj","JRNN",11.9809260368347
"480","nocomp",24,"what","nogap","embed_obj","NGRAM",13.7028224422861
"481","wh",1,"that","gap","continuation","GPT2",17.2169327735901
"482","wh",1,"that","gap","continuation","GPT3",14.7203794
"483","wh",1,"that","gap","continuation","GRNN",18.7132897377014
"484","wh",1,"that","gap","continuation","JRNN",22.9595687389373
"485","wh",1,"that","gap","continuation","NGRAM",22.600217215466
"486","wh",1,"that","nogap","embed_obj","GPT2",8.28936195373535
"487","wh",1,"that","nogap","embed_obj","GPT3",8.4861618
"488","wh",1,"that","nogap","embed_obj","GRNN",13.3882279396057
"489","wh",1,"that","nogap","embed_obj","JRNN",11.8845875263214
"490","wh",1,"that","nogap","embed_obj","NGRAM",18.5388462775973
"491","wh",1,"what","gap","continuation","GPT2",17.684198141098
"492","wh",1,"what","gap","continuation","GPT3",15.3272247
"493","wh",1,"what","gap","continuation","GRNN",18.2347009181976
"494","wh",1,"what","gap","continuation","JRNN",23.8628025054931
"495","wh",1,"what","gap","continuation","NGRAM",22.600217215466
"496","wh",1,"what","nogap","embed_obj","GPT2",8.74176907539368
"497","wh",1,"what","nogap","embed_obj","GPT3",9.6259737
"498","wh",1,"what","nogap","embed_obj","GRNN",13.2575883865356
"499","wh",1,"what","nogap","embed_obj","JRNN",12.6272859573364
"500","wh",1,"what","nogap","embed_obj","NGRAM",18.5388462775973
"501","wh",2,"that","gap","continuation","GPT2",8.23310640454292
"502","wh",2,"that","gap","continuation","GPT3",12.03440864
"503","wh",2,"that","gap","continuation","GRNN",18.3226150274277
"504","wh",2,"that","gap","continuation","JRNN",18.3845927715301
"505","wh",2,"that","gap","continuation","NGRAM",21.9360844076767
"506","wh",2,"that","nogap","embed_obj","GPT2",9.38249504566193
"507","wh",2,"that","nogap","embed_obj","GPT3",7.072822
"508","wh",2,"that","nogap","embed_obj","GRNN",11.6429078578949
"509","wh",2,"that","nogap","embed_obj","JRNN",11.9897699356079
"510","wh",2,"that","nogap","embed_obj","NGRAM",19.4579150216291
"511","wh",2,"what","gap","continuation","GPT2",8.6452078819275
"512","wh",2,"what","gap","continuation","GPT3",11.1134667
"513","wh",2,"what","gap","continuation","GRNN",18.9305677413941
"514","wh",2,"what","gap","continuation","JRNN",18.2753901481628
"515","wh",2,"what","gap","continuation","NGRAM",21.9360844076767
"516","wh",2,"what","nogap","embed_obj","GPT2",9.70064234733581
"517","wh",2,"what","nogap","embed_obj","GPT3",7.9012263
"518","wh",2,"what","nogap","embed_obj","GRNN",11.3592495918274
"519","wh",2,"what","nogap","embed_obj","JRNN",12.5654752254486
"520","wh",2,"what","nogap","embed_obj","NGRAM",19.4579150216291
"521","wh",3,"that","gap","continuation","GPT2",13.2986886501312
"522","wh",3,"that","gap","continuation","GPT3",11.0574714
"523","wh",3,"that","gap","continuation","GRNN",19.5691187381744
"524","wh",3,"that","gap","continuation","JRNN",20.07146692276
"525","wh",3,"that","gap","continuation","NGRAM",21.6078534479552
"526","wh",3,"that","nogap","embed_obj","GPT2",4.61870336532593
"527","wh",3,"that","nogap","embed_obj","GPT3",2.9926424
"528","wh",3,"that","nogap","embed_obj","GRNN",6.39786267280579
"529","wh",3,"that","nogap","embed_obj","JRNN",10.5476806163788
"530","wh",3,"that","nogap","embed_obj","NGRAM",17.6068127481112
"531","wh",3,"what","gap","continuation","GPT2",14.4112794399262
"532","wh",3,"what","gap","continuation","GPT3",15.3814141
"533","wh",3,"what","gap","continuation","GRNN",19.8426728248597
"534","wh",3,"what","gap","continuation","JRNN",21.5399427413941
"535","wh",3,"what","gap","continuation","NGRAM",21.6078534479552
"536","wh",3,"what","nogap","embed_obj","GPT2",4.96417129039764
"537","wh",3,"what","nogap","embed_obj","GPT3",4.1048388
"538","wh",3,"what","nogap","embed_obj","GRNN",6.50609683990478
"539","wh",3,"what","nogap","embed_obj","JRNN",11.1552774906159
"540","wh",3,"what","nogap","embed_obj","NGRAM",17.6068127481112
"541","wh",4,"that","gap","continuation","GPT2",14.1413233876228
"542","wh",4,"that","gap","continuation","GPT3",14.0304092
"543","wh",4,"that","gap","continuation","GRNN",16.747448861599
"544","wh",4,"that","gap","continuation","JRNN",23.2787908315658
"545","wh",4,"that","gap","continuation","NGRAM",26.3921275477724
"546","wh",4,"that","nogap","embed_obj","GPT2",14.7333860397339
"547","wh",4,"that","nogap","embed_obj","GPT3",10.1033067
"548","wh",4,"that","nogap","embed_obj","GRNN",23.3786156177521
"549","wh",4,"that","nogap","embed_obj","JRNN",20.0253872871399
"550","wh",4,"that","nogap","embed_obj","NGRAM",32.1967802397864
"551","wh",4,"what","gap","continuation","GPT2",14.3638797402382
"552","wh",4,"what","gap","continuation","GPT3",12.10716035
"553","wh",4,"what","gap","continuation","GRNN",16.3494477272034
"554","wh",4,"what","gap","continuation","JRNN",22.100070476532
"555","wh",4,"what","gap","continuation","NGRAM",26.3921275477724
"556","wh",4,"what","nogap","embed_obj","GPT2",14.9655767083168
"557","wh",4,"what","nogap","embed_obj","GPT3",9.9556784
"558","wh",4,"what","nogap","embed_obj","GRNN",23.6571288108825
"559","wh",4,"what","nogap","embed_obj","JRNN",20.3920042514801
"560","wh",4,"what","nogap","embed_obj","NGRAM",32.1967802397864
"561","wh",5,"that","gap","continuation","GPT2",10.87231361866
"562","wh",5,"that","gap","continuation","GPT3",12.1215953
"563","wh",5,"that","gap","continuation","GRNN",19.8614377975464
"564","wh",5,"that","gap","continuation","JRNN",13.5744810104371
"565","wh",5,"that","gap","continuation","NGRAM",11.9407070198695
"566","wh",5,"that","nogap","embed_obj","GPT2",19.3680094480514
"567","wh",5,"that","nogap","embed_obj","GPT3",12.61553735
"568","wh",5,"that","nogap","embed_obj","GRNN",23.2889218330384
"569","wh",5,"that","nogap","embed_obj","JRNN",26.8832218647003
"570","wh",5,"that","nogap","embed_obj","NGRAM",33.9137721546348
"571","wh",5,"what","gap","continuation","GPT2",10.8786845803261
"572","wh",5,"what","gap","continuation","GPT3",11.5039851
"573","wh",5,"what","gap","continuation","GRNN",19.5790047645569
"574","wh",5,"what","gap","continuation","JRNN",13.5155498981475
"575","wh",5,"what","gap","continuation","NGRAM",11.9407070198695
"576","wh",5,"what","nogap","embed_obj","GPT2",19.3909077644348
"577","wh",5,"what","nogap","embed_obj","GPT3",12.0522528
"578","wh",5,"what","nogap","embed_obj","GRNN",24.0933532714844
"579","wh",5,"what","nogap","embed_obj","JRNN",27.5265016555786
"580","wh",5,"what","nogap","embed_obj","NGRAM",33.9137721546348
"581","wh",6,"that","gap","continuation","GPT2",24.4936001356691
"582","wh",6,"that","gap","continuation","GPT3",18.645076788
"583","wh",6,"that","gap","continuation","GRNN",40.3830885887147
"584","wh",6,"that","gap","continuation","JRNN",35.3490098305047
"585","wh",6,"that","gap","continuation","NGRAM",38.8851458881104
"586","wh",6,"that","nogap","embed_obj","GPT2",9.00025022029877
"587","wh",6,"that","nogap","embed_obj","GPT3",5.8520747
"588","wh",6,"that","nogap","embed_obj","GRNN",11.6514472961426
"589","wh",6,"that","nogap","embed_obj","JRNN",7.87023711204529
"590","wh",6,"that","nogap","embed_obj","NGRAM",16.3854099597481
"591","wh",6,"what","gap","continuation","GPT2",23.7467674370855
"592","wh",6,"what","gap","continuation","GPT3",21.88626494
"593","wh",6,"what","gap","continuation","GRNN",40.0148022174835
"594","wh",6,"what","gap","continuation","JRNN",33.2992797829211
"595","wh",6,"what","gap","continuation","NGRAM",38.8851458881104
"596","wh",6,"what","nogap","embed_obj","GPT2",9.10035371780395
"597","wh",6,"what","nogap","embed_obj","GPT3",7.7172053
"598","wh",6,"what","nogap","embed_obj","GRNN",11.7202315330505
"599","wh",6,"what","nogap","embed_obj","JRNN",9.07455956935883
"600","wh",6,"what","nogap","embed_obj","NGRAM",16.3854099597481
"601","wh",7,"that","gap","continuation","GPT2",9.96098506450653
"602","wh",7,"that","gap","continuation","GPT3",9.30102564
"603","wh",7,"that","gap","continuation","GRNN",14.7789390087128
"604","wh",7,"that","gap","continuation","JRNN",17.3954463005066
"605","wh",7,"that","gap","continuation","NGRAM",24.3306125544641
"606","wh",7,"that","nogap","embed_obj","GPT2",4.39040946960449
"607","wh",7,"that","nogap","embed_obj","GPT3",5.7191326
"608","wh",7,"that","nogap","embed_obj","GRNN",11.2716102600098
"609","wh",7,"that","nogap","embed_obj","JRNN",3.63073015213012
"610","wh",7,"that","nogap","embed_obj","NGRAM",20.7212745741992
"611","wh",7,"what","gap","continuation","GPT2",10.3666967153549
"612","wh",7,"what","gap","continuation","GPT3",10.3897236
"613","wh",7,"what","gap","continuation","GRNN",14.1903635263443
"614","wh",7,"what","gap","continuation","JRNN",17.650691986084
"615","wh",7,"what","gap","continuation","NGRAM",24.3306125544641
"616","wh",7,"what","nogap","embed_obj","GPT2",4.61197090148926
"617","wh",7,"what","nogap","embed_obj","GPT3",3.5191133
"618","wh",7,"what","nogap","embed_obj","GRNN",11.028805732727
"619","wh",7,"what","nogap","embed_obj","JRNN",4.05333435535431
"620","wh",7,"what","nogap","embed_obj","NGRAM",20.7212745741992
"621","wh",8,"that","gap","continuation","GPT2",11.3811402320862
"622","wh",8,"that","gap","continuation","GPT3",9.2872043
"623","wh",8,"that","gap","continuation","GRNN",21.7548027038574
"624","wh",8,"that","gap","continuation","JRNN",20.3689088821411
"625","wh",8,"that","gap","continuation","NGRAM",20.8904978145421
"626","wh",8,"that","nogap","embed_obj","GPT2",14.8263711929321
"627","wh",8,"that","nogap","embed_obj","GPT3",16.154108
"628","wh",8,"that","nogap","embed_obj","GRNN",20.8951296806336
"629","wh",8,"that","nogap","embed_obj","JRNN",19.8067941665649
"630","wh",8,"that","nogap","embed_obj","NGRAM",27.130914351985
"631","wh",8,"what","gap","continuation","GPT2",12.2904748916626
"632","wh",8,"what","gap","continuation","GPT3",10.3842542
"633","wh",8,"what","gap","continuation","GRNN",22.289423942566
"634","wh",8,"what","gap","continuation","JRNN",21.0726480484009
"635","wh",8,"what","gap","continuation","NGRAM",20.8904978145421
"636","wh",8,"what","nogap","embed_obj","GPT2",15.0743942260742
"637","wh",8,"what","nogap","embed_obj","GPT3",14.383225
"638","wh",8,"what","nogap","embed_obj","GRNN",20.9898509979249
"639","wh",8,"what","nogap","embed_obj","JRNN",20.7577528953552
"640","wh",8,"what","nogap","embed_obj","NGRAM",27.130914351985
"641","wh",9,"that","gap","continuation","GPT2",11.3046197891235
"642","wh",9,"that","gap","continuation","GPT3",12.5563365
"643","wh",9,"that","gap","continuation","GRNN",26.8465080261231
"644","wh",9,"that","gap","continuation","JRNN",14.8590958118439
"645","wh",9,"that","gap","continuation","NGRAM",12.2327126769303
"646","wh",9,"that","nogap","embed_obj","GPT2",8.63455498218537
"647","wh",9,"that","nogap","embed_obj","GPT3",7.5764669
"648","wh",9,"that","nogap","embed_obj","GRNN",17.6051199436188
"649","wh",9,"that","nogap","embed_obj","JRNN",14.9936673641205
"650","wh",9,"that","nogap","embed_obj","NGRAM",28.2374334468622
"651","wh",9,"what","gap","continuation","GPT2",11.374947309494
"652","wh",9,"what","gap","continuation","GPT3",11.9355053
"653","wh",9,"what","gap","continuation","GRNN",25.8296737670899
"654","wh",9,"what","gap","continuation","JRNN",15.5786833763123
"655","wh",9,"what","gap","continuation","NGRAM",12.2327126769303
"656","wh",9,"what","nogap","embed_obj","GPT2",8.06479692459106
"657","wh",9,"what","nogap","embed_obj","GPT3",7.7362528
"658","wh",9,"what","nogap","embed_obj","GRNN",18.098085641861
"659","wh",9,"what","nogap","embed_obj","JRNN",15.5070929527283
"660","wh",9,"what","nogap","embed_obj","NGRAM",28.2374334468622
"661","wh",10,"that","gap","continuation","GPT2",12.1131536364555
"662","wh",10,"that","gap","continuation","GPT3",10.98991492
"663","wh",10,"that","gap","continuation","GRNN",22.55512753129
"664","wh",10,"that","gap","continuation","JRNN",20.5956970266998
"665","wh",10,"that","gap","continuation","NGRAM",36.9726397866633
"666","wh",10,"that","nogap","embed_obj","GPT2",4.00341510772705
"667","wh",10,"that","nogap","embed_obj","GPT3",3.7449756
"668","wh",10,"that","nogap","embed_obj","GRNN",7.02236223220825
"669","wh",10,"that","nogap","embed_obj","JRNN",6.78423476219177
"670","wh",10,"that","nogap","embed_obj","NGRAM",20.9884180226607
"671","wh",10,"what","gap","continuation","GPT2",12.1159956157208
"672","wh",10,"what","gap","continuation","GPT3",10.8017721
"673","wh",10,"what","gap","continuation","GRNN",22.7011257112027
"674","wh",10,"what","gap","continuation","JRNN",20.9086531549693
"675","wh",10,"what","gap","continuation","NGRAM",36.9726397866633
"676","wh",10,"what","nogap","embed_obj","GPT2",4.38888370990754
"677","wh",10,"what","nogap","embed_obj","GPT3",4.2113171
"678","wh",10,"what","nogap","embed_obj","GRNN",7.29577445983887
"679","wh",10,"what","nogap","embed_obj","JRNN",7.09198904037476
"680","wh",10,"what","nogap","embed_obj","NGRAM",20.9884180226607
"681","wh",11,"that","gap","continuation","GPT2",15.9906754214317
"682","wh",11,"that","gap","continuation","GPT3",14.81887324
"683","wh",11,"that","gap","continuation","GRNN",21.7598669975996
"684","wh",11,"that","gap","continuation","JRNN",20.1334455907345
"685","wh",11,"that","gap","continuation","NGRAM",29.3100395934266
"686","wh",11,"that","nogap","embed_obj","GPT2",9.09614038467407
"687","wh",11,"that","nogap","embed_obj","GPT3",10.8224031
"688","wh",11,"that","nogap","embed_obj","GRNN",10.7694842815399
"689","wh",11,"that","nogap","embed_obj","JRNN",15.0533120632171
"690","wh",11,"that","nogap","embed_obj","NGRAM",20.4192408108838
"691","wh",11,"what","gap","continuation","GPT2",15.2850492186844
"692","wh",11,"what","gap","continuation","GPT3",14.08615892
"693","wh",11,"what","gap","continuation","GRNN",21.6945163458586
"694","wh",11,"what","gap","continuation","JRNN",19.2756701856852
"695","wh",11,"what","gap","continuation","NGRAM",29.3100395934266
"696","wh",11,"what","nogap","embed_obj","GPT2",8.95359945297241
"697","wh",11,"what","nogap","embed_obj","GPT3",9.3156471
"698","wh",11,"what","nogap","embed_obj","GRNN",10.9049265384674
"699","wh",11,"what","nogap","embed_obj","JRNN",15.1148359775543
"700","wh",11,"what","nogap","embed_obj","NGRAM",20.4192408108838
"701","wh",12,"that","gap","continuation","GPT2",22.6959093809127
"702","wh",12,"that","gap","continuation","GPT3",23.254876
"703","wh",12,"that","gap","continuation","GRNN",33.0321207046509
"704","wh",12,"that","gap","continuation","JRNN",38.734447479248
"705","wh",12,"that","gap","continuation","NGRAM",49.9873858013807
"706","wh",12,"that","nogap","embed_obj","GPT2",12.2868993282318
"707","wh",12,"that","nogap","embed_obj","GPT3",8.7682123
"708","wh",12,"that","nogap","embed_obj","GRNN",22.706600189209
"709","wh",12,"that","nogap","embed_obj","JRNN",14.1824024915695
"710","wh",12,"that","nogap","embed_obj","NGRAM",36.9205173288331
"711","wh",12,"what","gap","continuation","GPT2",22.9285888671875
"712","wh",12,"what","gap","continuation","GPT3",22.7774482
"713","wh",12,"what","gap","continuation","GRNN",32.6563510894776
"714","wh",12,"what","gap","continuation","JRNN",39.7944684028626
"715","wh",12,"what","gap","continuation","NGRAM",49.9873858013807
"716","wh",12,"what","nogap","embed_obj","GPT2",12.3726370334625
"717","wh",12,"what","nogap","embed_obj","GPT3",9.5234072
"718","wh",12,"what","nogap","embed_obj","GRNN",23.2893295288086
"719","wh",12,"what","nogap","embed_obj","JRNN",14.4624129533768
"720","wh",12,"what","nogap","embed_obj","NGRAM",36.9205173288331
"721","wh",13,"that","gap","continuation","GPT2",15.5777113437652
"722","wh",13,"that","gap","continuation","GPT3",14.4570322
"723","wh",13,"that","gap","continuation","GRNN",22.1637365818024
"724","wh",13,"that","gap","continuation","JRNN",22.8527266979218
"725","wh",13,"that","gap","continuation","NGRAM",40.6156920886951
"726","wh",13,"that","nogap","embed_obj","GPT2",11.0731059312821
"727","wh",13,"that","nogap","embed_obj","GPT3",9.9853041
"728","wh",13,"that","nogap","embed_obj","GRNN",14.2779847383499
"729","wh",13,"that","nogap","embed_obj","JRNN",16.017497420311
"730","wh",13,"that","nogap","embed_obj","NGRAM",27.9333091874221
"731","wh",13,"what","gap","continuation","GPT2",14.7862364053726
"732","wh",13,"what","gap","continuation","GPT3",15.3574422
"733","wh",13,"what","gap","continuation","GRNN",22.1943572759628
"734","wh",13,"what","gap","continuation","JRNN",22.2156360149384
"735","wh",13,"what","gap","continuation","NGRAM",40.6156920886951
"736","wh",13,"what","nogap","embed_obj","GPT2",10.9711314439774
"737","wh",13,"what","nogap","embed_obj","GPT3",10.3031232
"738","wh",13,"what","nogap","embed_obj","GRNN",14.4050498008728
"739","wh",13,"what","nogap","embed_obj","JRNN",16.089704990387
"740","wh",13,"what","nogap","embed_obj","NGRAM",27.9333091874221
"741","wh",14,"that","gap","continuation","GPT2",16.7258052825928
"742","wh",14,"that","gap","continuation","GPT3",14.0341979
"743","wh",14,"that","gap","continuation","GRNN",27.1409933567047
"744","wh",14,"that","gap","continuation","JRNN",27.2213563919067
"745","wh",14,"that","gap","continuation","NGRAM",35.5420112284687
"746","wh",14,"that","nogap","embed_obj","GPT2",9.84534901380539
"747","wh",14,"that","nogap","embed_obj","GPT3",9.85671372
"748","wh",14,"that","nogap","embed_obj","GRNN",16.6359987258911
"749","wh",14,"that","nogap","embed_obj","JRNN",15.0028055906296
"750","wh",14,"that","nogap","embed_obj","NGRAM",29.4333006537007
"751","wh",14,"what","gap","continuation","GPT2",17.5269060134888
"752","wh",14,"what","gap","continuation","GPT3",13.5255355
"753","wh",14,"what","gap","continuation","GRNN",27.2216343879699
"754","wh",14,"what","gap","continuation","JRNN",25.0820488929748
"755","wh",14,"what","gap","continuation","NGRAM",35.5420112284687
"756","wh",14,"what","nogap","embed_obj","GPT2",9.88238483667373
"757","wh",14,"what","nogap","embed_obj","GPT3",10.53515983
"758","wh",14,"what","nogap","embed_obj","GRNN",16.9029564857483
"759","wh",14,"what","nogap","embed_obj","JRNN",16.8655307292938
"760","wh",14,"what","nogap","embed_obj","NGRAM",29.4333006537007
"761","wh",15,"that","gap","continuation","GPT2",12.3867294788361
"762","wh",15,"that","gap","continuation","GPT3",14.4319618
"763","wh",15,"that","gap","continuation","GRNN",22.1682026386261
"764","wh",15,"that","gap","continuation","JRNN",19.6341931819915
"765","wh",15,"that","gap","continuation","NGRAM",18.9233622547386
"766","wh",15,"that","nogap","embed_obj","GPT2",7.39505147933959
"767","wh",15,"that","nogap","embed_obj","GPT3",6.73954734
"768","wh",15,"that","nogap","embed_obj","GRNN",14.8572983592749
"769","wh",15,"that","nogap","embed_obj","JRNN",10.4140400886536
"770","wh",15,"that","nogap","embed_obj","NGRAM",24.1526845746059
"771","wh",15,"what","gap","continuation","GPT2",11.5497940778732
"772","wh",15,"what","gap","continuation","GPT3",14.31974
"773","wh",15,"what","gap","continuation","GRNN",21.85902094841
"774","wh",15,"what","gap","continuation","JRNN",16.8678307533264
"775","wh",15,"what","gap","continuation","NGRAM",18.9233622547386
"776","wh",15,"what","nogap","embed_obj","GPT2",7.42821705341339
"777","wh",15,"what","nogap","embed_obj","GPT3",6.42606031
"778","wh",15,"what","nogap","embed_obj","GRNN",14.5796102434396
"779","wh",15,"what","nogap","embed_obj","JRNN",13.2315692901611
"780","wh",15,"what","nogap","embed_obj","NGRAM",24.1526845746059
"781","wh",16,"that","gap","continuation","GPT2",18.1824915409088
"782","wh",16,"that","gap","continuation","GPT3",19.1751451
"783","wh",16,"that","gap","continuation","GRNN",30.4705848693848
"784","wh",16,"that","gap","continuation","JRNN",26.7644424438476
"785","wh",16,"that","gap","continuation","NGRAM",11.9661192488396
"786","wh",16,"that","nogap","embed_obj","GPT2",6.01571249961853
"787","wh",16,"that","nogap","embed_obj","GPT3",6.20792036
"788","wh",16,"that","nogap","embed_obj","GRNN",19.1875095367431
"789","wh",16,"that","nogap","embed_obj","JRNN",9.11985170841217
"790","wh",16,"that","nogap","embed_obj","NGRAM",25.2314355578176
"791","wh",16,"what","gap","continuation","GPT2",17.5944349765778
"792","wh",16,"what","gap","continuation","GPT3",18.5680047
"793","wh",16,"what","gap","continuation","GRNN",28.7265305519104
"794","wh",16,"what","gap","continuation","JRNN",20.8797709941864
"795","wh",16,"what","gap","continuation","NGRAM",11.9661192488396
"796","wh",16,"what","nogap","embed_obj","GPT2",5.88836312294007
"797","wh",16,"what","nogap","embed_obj","GPT3",10.6582681
"798","wh",16,"what","nogap","embed_obj","GRNN",18.60409450531
"799","wh",16,"what","nogap","embed_obj","JRNN",11.2905331850052
"800","wh",16,"what","nogap","embed_obj","NGRAM",25.2314355578176
"801","wh",17,"that","gap","continuation","GPT2",19.3239042758942
"802","wh",17,"that","gap","continuation","GPT3",19.6663183
"803","wh",17,"that","gap","continuation","GRNN",22.0043781399727
"804","wh",17,"that","gap","continuation","JRNN",25.6102327108383
"805","wh",17,"that","gap","continuation","NGRAM",30.9668022330057
"806","wh",17,"that","nogap","embed_obj","GPT2",10.1259574890137
"807","wh",17,"that","nogap","embed_obj","GPT3",8.8944785
"808","wh",17,"that","nogap","embed_obj","GRNN",25.4506778717041
"809","wh",17,"that","nogap","embed_obj","JRNN",17.2114124298095
"810","wh",17,"that","nogap","embed_obj","NGRAM",25.6170947201196
"811","wh",17,"what","gap","continuation","GPT2",19.1491924524307
"812","wh",17,"what","gap","continuation","GPT3",20.18197697
"813","wh",17,"what","gap","continuation","GRNN",22.140149474144
"814","wh",17,"what","gap","continuation","JRNN",22.3970723748207
"815","wh",17,"what","gap","continuation","NGRAM",30.9668022330057
"816","wh",17,"what","nogap","embed_obj","GPT2",10.6325709819794
"817","wh",17,"what","nogap","embed_obj","GPT3",9.3339944
"818","wh",17,"what","nogap","embed_obj","GRNN",24.8563261032105
"819","wh",17,"what","nogap","embed_obj","JRNN",20.3783969879151
"820","wh",17,"what","nogap","embed_obj","NGRAM",25.6170947201196
"821","wh",18,"that","gap","continuation","GPT2",14.0117590427399
"822","wh",18,"that","gap","continuation","GPT3",14.0153188
"823","wh",18,"that","gap","continuation","GRNN",29.9534044265747
"824","wh",18,"that","gap","continuation","JRNN",17.7842202186585
"825","wh",18,"that","gap","continuation","NGRAM",14.8846007165926
"826","wh",18,"that","nogap","embed_obj","GPT2",19.9772469997406
"827","wh",18,"that","nogap","embed_obj","GPT3",16.08728
"828","wh",18,"that","nogap","embed_obj","GRNN",31.2036552429199
"829","wh",18,"that","nogap","embed_obj","JRNN",27.3597999811172
"830","wh",18,"that","nogap","embed_obj","NGRAM",37.5646137660138
"831","wh",18,"what","gap","continuation","GPT2",13.3958849906921
"832","wh",18,"what","gap","continuation","GPT3",14.306494
"833","wh",18,"what","gap","continuation","GRNN",29.402961730957
