test,item,lisc,pron,island,region,model,surprisal
gender_subj,23,fem,fem,obj,pronoun,JRNN,3.7621591091156
gender_subj,23,fem,male,obj,pronoun,JRNN,8.27915287017822
gender_wh,23,fem,fem,obj,pronoun,JRNN,3.56307911872864
gender_wh,23,fem,male,obj,pronoun,JRNN,8.64305591583252
gender_wh,23,fem,fem,island,pronoun,JRNN,3.42398881912231
gender_wh,23,fem,male,island,pronoun,JRNN,7.91464853286743
gender_adjunct,23,fem,fem,obj,pronoun,JRNN,4.99601173400879
gender_adjunct,23,fem,male,obj,pronoun,JRNN,10.866060256958
gender_adjunct,23,fem,fem,island,pronoun,JRNN,2.55776739120483
gender_adjunct,23,fem,male,island,pronoun,JRNN,7.55591917037964
gender_adjunct,6,male,fem,obj,pronoun,JRNN,6.79140377044678
gender_adjunct,6,male,male,obj,pronoun,JRNN,3.18508720397949
gender_sent-subj,6,male,fem,island,pronoun,JRNN,8.1152172088623
gender_sent-subj,6,male,male,island,pronoun,JRNN,5.4777774810791
gender_subj,6,male,fem,island,pronoun,JRNN,9.67970085144043
gender_subj,6,male,male,island,pronoun,JRNN,5.87096071243286
gender_sent-subj,6,male,fem,obj,pronoun,JRNN,9.28739070892334
gender_sent-subj,6,male,male,obj,pronoun,JRNN,7.22295999526978
gender_subj,6,male,fem,obj,pronoun,JRNN,11.1078643798828
gender_subj,6,male,male,obj,pronoun,JRNN,8.36197853088379
gender_wh,6,male,fem,obj,pronoun,JRNN,6.57154130935669
gender_wh,6,male,male,obj,pronoun,JRNN,3.16180229187012
gender_wh,6,male,fem,island,pronoun,JRNN,6.08475494384766
gender_wh,6,male,male,island,pronoun,JRNN,2.5335385799408
gender_cnp,6,male,fem,obj,pronoun,JRNN,9.97700977325439
gender_cnp,6,male,fem,obj,pronoun,JRNN,9.97700977325439
gender_coord,6,male,fem,obj,pronoun,JRNN,9.97700977325439
gender_coord,6,male,fem,obj,pronoun,JRNN,9.97700977325439
gender_cnp,6,male,male,obj,pronoun,JRNN,7.26743459701538
gender_cnp,6,male,male,obj,pronoun,JRNN,7.26743459701538
gender_coord,6,male,male,obj,pronoun,JRNN,7.26743459701538
gender_coord,6,male,male,obj,pronoun,JRNN,7.26743459701538
gender_cnp,6,male,fem,island,pronoun,JRNN,8.54185771942139
gender_cnp,6,male,male,island,pronoun,JRNN,5.38732385635376
gender_coord,6,male,fem,island,pronoun,JRNN,6.14789819717407
gender_coord,6,male,male,island,pronoun,JRNN,3.5565984249115
gender_adjunct,6,male,fem,island,pronoun,JRNN,7.47027683258057
gender_adjunct,6,male,male,island,pronoun,JRNN,3.71100950241089
gender_sent-subj,4,fem,fem,island,pronoun,JRNN,6.91995143890381
gender_sent-subj,4,fem,male,island,pronoun,JRNN,9.25316047668457
gender_subj,4,fem,fem,island,pronoun,JRNN,4.11852407455444
gender_subj,4,fem,male,island,pronoun,JRNN,7.2087140083313
gender_cnp,4,fem,fem,obj,pronoun,JRNN,4.5343804359436
gender_cnp,4,fem,fem,obj,pronoun,JRNN,4.5343804359436
gender_coord,4,fem,fem,obj,pronoun,JRNN,4.5343804359436
gender_coord,4,fem,fem,obj,pronoun,JRNN,4.5343804359436
gender_cnp,4,fem,male,obj,pronoun,JRNN,9.71110248565674
gender_cnp,4,fem,male,obj,pronoun,JRNN,9.71110248565674
gender_coord,4,fem,male,obj,pronoun,JRNN,9.71110248565674
gender_coord,4,fem,male,obj,pronoun,JRNN,9.71110248565674
gender_cnp,4,fem,fem,island,pronoun,JRNN,2.9960401058197
gender_cnp,4,fem,male,island,pronoun,JRNN,8.11773872375488
gender_coord,4,fem,fem,island,pronoun,JRNN,8.27659893035889
gender_coord,4,fem,male,island,pronoun,JRNN,11.1842422485352
gender_sent-subj,4,fem,fem,obj,pronoun,JRNN,6.37074184417725
gender_sent-subj,4,fem,male,obj,pronoun,JRNN,9.75150299072266
gender_subj,4,fem,fem,obj,pronoun,JRNN,4.72483682632446
gender_subj,4,fem,male,obj,pronoun,JRNN,7.69148254394531
gender_adjunct,4,fem,fem,obj,pronoun,JRNN,7.14897203445435
gender_adjunct,4,fem,male,obj,pronoun,JRNN,10.4085178375244
gender_wh,4,fem,fem,obj,pronoun,JRNN,4.28807687759399
gender_wh,4,fem,male,obj,pronoun,JRNN,9.10921859741211
gender_wh,4,fem,fem,island,pronoun,JRNN,4.62743091583252
gender_wh,4,fem,male,island,pronoun,JRNN,9.38638877868652
gender_adjunct,4,fem,fem,island,pronoun,JRNN,3.5166118144989
gender_adjunct,4,fem,male,island,pronoun,JRNN,9.74077129364014
gender_coord,10,male,fem,obj,pronoun,JRNN,8.07225227355957
gender_coord,10,male,fem,obj,pronoun,JRNN,8.07225227355957
gender_cnp,10,male,fem,obj,pronoun,JRNN,8.07225227355957
gender_cnp,10,male,fem,obj,pronoun,JRNN,8.07225227355957
gender_cnp,10,male,male,obj,pronoun,JRNN,4.32300519943237
gender_cnp,10,male,male,obj,pronoun,JRNN,4.32300519943237
gender_coord,10,male,male,obj,pronoun,JRNN,4.32300519943237
gender_coord,10,male,male,obj,pronoun,JRNN,4.32300519943237
gender_cnp,10,male,fem,island,pronoun,JRNN,8.5916690826416
gender_cnp,10,male,male,island,pronoun,JRNN,2.08867645263672
gender_coord,10,male,fem,island,pronoun,JRNN,9.98249912261963
gender_coord,10,male,male,island,pronoun,JRNN,4.14957904815674
gender_wh,10,male,fem,obj,pronoun,JRNN,8.77408504486084
gender_wh,10,male,male,obj,pronoun,JRNN,5.7028694152832
gender_wh,10,male,fem,island,pronoun,JRNN,8.13746452331543
gender_wh,10,male,male,island,pronoun,JRNN,4.97854948043823
gender_adjunct,10,male,fem,obj,pronoun,JRNN,6.68794679641724
gender_adjunct,10,male,male,obj,pronoun,JRNN,1.42685973644257
gender_adjunct,15,male,fem,obj,pronoun,JRNN,6.95526647567749
gender_adjunct,15,male,male,obj,pronoun,JRNN,2.31183958053589
gender_adjunct,10,male,fem,island,pronoun,JRNN,9.33827495574951
gender_adjunct,10,male,male,island,pronoun,JRNN,5.52805805206299
gender_adjunct,15,male,fem,island,pronoun,JRNN,8.92915058135986
gender_adjunct,15,male,male,island,pronoun,JRNN,3.49093079566956
gender_wh,15,male,fem,obj,pronoun,JRNN,7.80299949645996
gender_wh,15,male,male,obj,pronoun,JRNN,2.90651440620422
gender_wh,15,male,fem,island,pronoun,JRNN,7.39932203292847
gender_wh,15,male,male,island,pronoun,JRNN,2.93774104118347
gender_sent-subj,10,male,fem,island,pronoun,JRNN,8.43104362487793
gender_sent-subj,10,male,male,island,pronoun,JRNN,4.17457628250122
gender_subj,10,male,fem,island,pronoun,JRNN,8.15824794769287
gender_subj,10,male,male,island,pronoun,JRNN,3.01036691665649
gender_sent-subj,10,male,fem,obj,pronoun,JRNN,6.85669755935669
gender_sent-subj,10,male,male,obj,pronoun,JRNN,3.84290647506714
gender_cnp,15,male,fem,obj,pronoun,JRNN,7.94469976425171
gender_coord,15,male,fem,obj,pronoun,JRNN,7.94469976425171
gender_cnp,15,male,male,obj,pronoun,JRNN,3.20568060874939
gender_coord,15,male,male,obj,pronoun,JRNN,3.20568060874939
gender_cnp,15,male,fem,island,pronoun,JRNN,8.24640655517578
gender_cnp,15,male,male,island,pronoun,JRNN,2.87595391273499
gender_coord,15,male,fem,island,pronoun,JRNN,12.4238033294678
gender_coord,15,male,male,island,pronoun,JRNN,6.57360315322876
gender_subj,10,male,fem,obj,pronoun,JRNN,7.57657909393311
gender_subj,10,male,male,obj,pronoun,JRNN,2.97357726097107
gender_sent-subj,15,male,fem,island,pronoun,JRNN,9.83727741241455
gender_sent-subj,15,male,male,island,pronoun,JRNN,3.61024117469788
gender_subj,15,male,fem,island,pronoun,JRNN,6.6376166343689
gender_subj,15,male,male,island,pronoun,JRNN,1.92743837833405
gender_sent-subj,15,male,fem,obj,pronoun,JRNN,8.72027397155762
gender_sent-subj,15,male,male,obj,pronoun,JRNN,2.36342597007751
gender_subj,15,male,fem,obj,pronoun,JRNN,8.44003105163574
gender_subj,15,male,male,obj,pronoun,JRNN,4.04827737808228
gender_coord,2,fem,fem,obj,pronoun,JRNN,2.35696887969971
gender_coord,2,fem,fem,obj,pronoun,JRNN,2.35696887969971
gender_cnp,2,fem,fem,obj,pronoun,JRNN,2.35696887969971
gender_cnp,2,fem,fem,obj,pronoun,JRNN,2.35696887969971
gender_coord,2,fem,male,obj,pronoun,JRNN,8.37890148162842
gender_coord,2,fem,male,obj,pronoun,JRNN,8.37890148162842
gender_cnp,2,fem,male,obj,pronoun,JRNN,8.37890148162842
gender_cnp,2,fem,male,obj,pronoun,JRNN,8.37890148162842
gender_cnp,2,fem,fem,island,pronoun,JRNN,1.14979982376099
gender_cnp,2,fem,male,island,pronoun,JRNN,7.69579267501831
gender_coord,2,fem,fem,island,pronoun,JRNN,5.71218013763428
gender_coord,2,fem,male,island,pronoun,JRNN,9.79328441619873
gender_adjunct,2,fem,fem,obj,pronoun,JRNN,4.82296657562256
gender_adjunct,2,fem,male,obj,pronoun,JRNN,8.78432941436768
gender_wh,2,fem,fem,obj,pronoun,JRNN,0.891071856021881
gender_wh,2,fem,male,obj,pronoun,JRNN,8.76236057281494
gender_wh,2,fem,fem,island,pronoun,JRNN,0.873890280723572
gender_wh,2,fem,male,island,pronoun,JRNN,7.83420419692993
gender_sent-subj,2,fem,fem,island,pronoun,JRNN,2.8648476600647
gender_sent-subj,2,fem,male,island,pronoun,JRNN,7.56633329391479
gender_subj,2,fem,fem,island,pronoun,JRNN,0.811077535152435
gender_subj,2,fem,male,island,pronoun,JRNN,8.36653995513916
gender_subj,2,fem,fem,obj,pronoun,JRNN,2.33593440055847
gender_subj,2,fem,male,obj,pronoun,JRNN,9.07637691497803
gender_sent-subj,2,fem,fem,obj,pronoun,JRNN,0.924744307994843
gender_sent-subj,2,fem,male,obj,pronoun,JRNN,6.07517051696777
gender_adjunct,2,fem,fem,island,pronoun,JRNN,1.11610913276672
gender_adjunct,2,fem,male,island,pronoun,JRNN,9.26494407653809
gender_adjunct,3,male,fem,obj,pronoun,JRNN,8.44485950469971
gender_adjunct,3,male,male,obj,pronoun,JRNN,10.1904439926147
gender_adjunct,3,male,fem,island,pronoun,JRNN,5.22354793548584
gender_adjunct,3,male,male,island,pronoun,JRNN,5.85469532012939
gender_sent-subj,3,male,fem,island,pronoun,JRNN,7.94208860397339
gender_sent-subj,3,male,male,island,pronoun,JRNN,8.17246437072754
gender_subj,3,male,fem,island,pronoun,JRNN,7.92106294631958
gender_subj,3,male,male,island,pronoun,JRNN,6.82424449920654
gender_sent-subj,3,male,fem,obj,pronoun,JRNN,6.68972635269165
gender_sent-subj,3,male,male,obj,pronoun,JRNN,7.60887861251831
gender_subj,3,male,fem,obj,pronoun,JRNN,8.62072849273682
gender_subj,3,male,male,obj,pronoun,JRNN,7.85734033584595
gender_wh,3,male,fem,obj,pronoun,JRNN,5.43559408187866
gender_wh,3,male,male,obj,pronoun,JRNN,6.62592029571533
gender_wh,3,male,fem,island,pronoun,JRNN,5.43519067764282
gender_wh,3,male,male,island,pronoun,JRNN,7.45212650299072
gender_cnp,3,male,fem,obj,pronoun,JRNN,8.39089488983154
gender_cnp,3,male,fem,obj,pronoun,JRNN,8.39089488983154
gender_coord,3,male,fem,obj,pronoun,JRNN,8.39089488983154
gender_coord,3,male,fem,obj,pronoun,JRNN,8.39089488983154
gender_cnp,3,male,male,obj,pronoun,JRNN,6.4883885383606
gender_cnp,3,male,male,obj,pronoun,JRNN,6.4883885383606
gender_coord,3,male,male,obj,pronoun,JRNN,6.4883885383606
gender_coord,3,male,male,obj,pronoun,JRNN,6.4883885383606
gender_coord,3,male,fem,island,pronoun,JRNN,11.95387840271
gender_coord,3,male,male,island,pronoun,JRNN,9.87407970428467
gender_cnp,3,male,fem,island,pronoun,JRNN,8.16610622406006
gender_cnp,3,male,male,island,pronoun,JRNN,7.25240802764893
gender_adjunct,3,fem,fem,obj,pronoun,JRNN,1.79356360435486
gender_adjunct,3,fem,male,obj,pronoun,JRNN,8.70074844360352
gender_adjunct,3,fem,fem,island,pronoun,JRNN,0.404291093349457
gender_adjunct,3,fem,male,island,pronoun,JRNN,8.35510635375977
gender_sent-subj,3,fem,fem,island,pronoun,JRNN,2.44975757598877
gender_sent-subj,3,fem,male,island,pronoun,JRNN,8.86408042907715
gender_subj,3,fem,fem,island,pronoun,JRNN,1.91762673854828
gender_subj,3,fem,male,island,pronoun,JRNN,7.24320030212402
gender_sent-subj,3,fem,fem,obj,pronoun,JRNN,1.57862234115601
gender_sent-subj,3,fem,male,obj,pronoun,JRNN,8.48116111755371
gender_subj,3,fem,fem,obj,pronoun,JRNN,1.63572072982788
gender_subj,3,fem,male,obj,pronoun,JRNN,8.34776592254639
gender_wh,3,fem,fem,obj,pronoun,JRNN,0.506719529628754
gender_wh,3,fem,male,obj,pronoun,JRNN,9.74045658111572
gender_wh,3,fem,fem,island,pronoun,JRNN,1.14094519615173
gender_wh,3,fem,male,island,pronoun,JRNN,8.84191513061523
gender_coord,3,fem,fem,obj,pronoun,JRNN,2.96065926551819
gender_coord,3,fem,fem,obj,pronoun,JRNN,2.96065926551819
gender_cnp,3,fem,fem,obj,pronoun,JRNN,2.96065926551819
gender_cnp,3,fem,fem,obj,pronoun,JRNN,2.96065926551819
gender_coord,3,fem,male,obj,pronoun,JRNN,6.96728277206421
gender_coord,3,fem,male,obj,pronoun,JRNN,6.96728277206421
gender_cnp,3,fem,male,obj,pronoun,JRNN,6.96728277206421
gender_cnp,3,fem,male,obj,pronoun,JRNN,6.96728277206421
gender_coord,3,fem,fem,island,pronoun,JRNN,7.92592430114746
gender_coord,3,fem,male,island,pronoun,JRNN,10.7794771194458
gender_cnp,3,fem,fem,island,pronoun,JRNN,1.68276596069336
gender_cnp,3,fem,male,island,pronoun,JRNN,8.7951488494873
gender_adjunct,24,fem,fem,island,pronoun,JRNN,1.54428780078888
gender_adjunct,24,fem,male,island,pronoun,JRNN,6.96125984191895
gender_wh,24,fem,fem,obj,pronoun,JRNN,0.63288015127182
gender_wh,24,fem,male,obj,pronoun,JRNN,7.90364360809326
gender_wh,24,fem,fem,island,pronoun,JRNN,0.85448694229126
gender_wh,24,fem,male,island,pronoun,JRNN,7.94439888000488
gender_adjunct,24,fem,fem,obj,pronoun,JRNN,2.06388592720032
gender_adjunct,24,fem,male,obj,pronoun,JRNN,6.81280040740967
gender_sent-subj,24,fem,fem,island,pronoun,JRNN,2.30736255645752
gender_sent-subj,24,fem,male,island,pronoun,JRNN,8.92912101745605
gender_subj,24,fem,fem,island,pronoun,JRNN,0.342988014221191
gender_subj,24,fem,male,island,pronoun,JRNN,8.69734477996826
gender_sent-subj,24,fem,fem,obj,pronoun,JRNN,1.73992681503296
gender_sent-subj,24,fem,male,obj,pronoun,JRNN,8.43898677825928
gender_subj,24,fem,fem,obj,pronoun,JRNN,0.780724823474884
gender_subj,24,fem,male,obj,pronoun,JRNN,8.24525928497314
gender_cnp,24,fem,fem,obj,pronoun,JRNN,1.47930085659027
gender_cnp,24,fem,fem,obj,pronoun,JRNN,1.47930085659027
gender_coord,24,fem,fem,obj,pronoun,JRNN,1.47930085659027
gender_coord,24,fem,fem,obj,pronoun,JRNN,1.47930085659027
gender_coord,24,fem,male,obj,pronoun,JRNN,7.64151906967163
gender_coord,24,fem,male,obj,pronoun,JRNN,7.64151906967163
gender_cnp,24,fem,male,obj,pronoun,JRNN,7.64151906967163
gender_cnp,24,fem,male,obj,pronoun,JRNN,7.64151906967163
gender_cnp,24,fem,fem,island,pronoun,JRNN,1.48996102809906
gender_cnp,24,fem,male,island,pronoun,JRNN,7.67806482315063
gender_coord,24,fem,fem,island,pronoun,JRNN,6.17730188369751
gender_coord,24,fem,male,island,pronoun,JRNN,10.9401445388794
gender_adjunct,18,fem,fem,obj,pronoun,JRNN,6.11608552932739
gender_adjunct,18,fem,male,obj,pronoun,JRNN,8.49191951751709
gender_wh,18,fem,fem,obj,pronoun,JRNN,4.87403345108032
gender_wh,18,fem,male,obj,pronoun,JRNN,8.89028358459473
gender_wh,18,fem,fem,island,pronoun,JRNN,5.53852462768555
gender_wh,18,fem,male,island,pronoun,JRNN,8.78832817077637
gender_cnp,18,fem,fem,obj,pronoun,JRNN,2.85454797744751
gender_cnp,18,fem,fem,obj,pronoun,JRNN,2.85454797744751
gender_coord,18,fem,fem,obj,pronoun,JRNN,2.85454797744751
gender_coord,18,fem,fem,obj,pronoun,JRNN,2.85454797744751
gender_cnp,18,fem,male,obj,pronoun,JRNN,7.61578702926636
gender_cnp,18,fem,male,obj,pronoun,JRNN,7.61578702926636
gender_coord,18,fem,male,obj,pronoun,JRNN,7.61578702926636
gender_coord,18,fem,male,obj,pronoun,JRNN,7.61578702926636
gender_cnp,18,fem,fem,island,pronoun,JRNN,2.02489376068115
gender_cnp,18,fem,male,island,pronoun,JRNN,7.11633157730103
gender_coord,18,fem,fem,island,pronoun,JRNN,6.38080787658691
gender_coord,18,fem,male,island,pronoun,JRNN,10.6451730728149
gender_adjunct,18,fem,fem,island,pronoun,JRNN,5.54283332824707
gender_adjunct,18,fem,male,island,pronoun,JRNN,8.96436882019043
gender_sent-subj,18,fem,fem,island,pronoun,JRNN,1.6717814207077
gender_sent-subj,18,fem,male,island,pronoun,JRNN,7.779944896698
gender_subj,18,fem,fem,island,pronoun,JRNN,1.83071029186249
gender_subj,18,fem,male,island,pronoun,JRNN,7.12136745452881
gender_subj,18,fem,fem,obj,pronoun,JRNN,2.55870366096497
gender_subj,18,fem,male,obj,pronoun,JRNN,8.07388305664062
gender_sent-subj,18,fem,fem,obj,pronoun,JRNN,0.864551365375519
gender_sent-subj,18,fem,male,obj,pronoun,JRNN,6.23620223999023
gender_adjunct,18,male,fem,obj,pronoun,JRNN,10.4242401123047
gender_adjunct,18,male,male,obj,pronoun,JRNN,4.4680609703064
gender_wh,18,male,fem,obj,pronoun,JRNN,9.9821662902832
gender_wh,18,male,male,obj,pronoun,JRNN,5.58368396759033
gender_wh,18,male,fem,island,pronoun,JRNN,10.2513046264648
gender_wh,18,male,male,island,pronoun,JRNN,5.30770349502563
gender_cnp,18,male,fem,obj,pronoun,JRNN,7.91649580001831
gender_cnp,18,male,fem,obj,pronoun,JRNN,7.91649580001831
gender_coord,18,male,fem,obj,pronoun,JRNN,7.91649580001831
gender_coord,18,male,fem,obj,pronoun,JRNN,7.91649580001831
gender_cnp,18,male,male,obj,pronoun,JRNN,4.04613351821899
gender_cnp,18,male,male,obj,pronoun,JRNN,4.04613351821899
gender_coord,18,male,male,obj,pronoun,JRNN,4.04613351821899
gender_coord,18,male,male,obj,pronoun,JRNN,4.04613351821899
gender_cnp,18,male,fem,island,pronoun,JRNN,7.88583517074585
gender_cnp,18,male,male,island,pronoun,JRNN,3.10664892196655
gender_coord,18,male,fem,island,pronoun,JRNN,11.6252975463867
gender_coord,18,male,male,island,pronoun,JRNN,6.50235509872437
gender_adjunct,18,male,fem,island,pronoun,JRNN,10.1675262451172
gender_adjunct,18,male,male,island,pronoun,JRNN,5.74318265914917
gender_sent-subj,18,male,fem,island,pronoun,JRNN,7.01247024536133
gender_sent-subj,18,male,male,island,pronoun,JRNN,3.41478157043457
gender_subj,18,male,fem,island,pronoun,JRNN,7.64600419998169
gender_subj,18,male,male,island,pronoun,JRNN,2.65501666069031
gender_subj,18,male,fem,obj,pronoun,JRNN,8.53232574462891
gender_subj,18,male,male,obj,pronoun,JRNN,3.7169075012207
gender_sent-subj,18,male,fem,obj,pronoun,JRNN,6.63736295700073
gender_sent-subj,18,male,male,obj,pronoun,JRNN,2.05310344696045
gender_sent-subj,20,fem,fem,island,pronoun,JRNN,8.43862724304199
gender_sent-subj,20,fem,male,island,pronoun,JRNN,1.81326627731323
gender_subj,20,fem,fem,island,pronoun,JRNN,8.24193286895752
gender_subj,20,fem,male,island,pronoun,JRNN,0.681179463863373
gender_subj,20,fem,fem,obj,pronoun,JRNN,8.02882862091064
gender_subj,20,fem,male,obj,pronoun,JRNN,2.25595331192017
gender_sent-subj,20,fem,fem,obj,pronoun,JRNN,7.9690465927124
gender_sent-subj,20,fem,male,obj,pronoun,JRNN,1.64672219753265
gender_coord,20,fem,fem,obj,pronoun,JRNN,6.03352308273315
gender_coord,20,fem,fem,obj,pronoun,JRNN,6.03352308273315
gender_cnp,20,fem,fem,obj,pronoun,JRNN,6.03352308273315
gender_cnp,20,fem,fem,obj,pronoun,JRNN,6.03352308273315
gender_coord,20,fem,male,obj,pronoun,JRNN,1.49752175807953
gender_coord,20,fem,male,obj,pronoun,JRNN,1.49752175807953
gender_cnp,20,fem,male,obj,pronoun,JRNN,1.49752175807953
gender_cnp,20,fem,male,obj,pronoun,JRNN,1.49752175807953
gender_coord,20,fem,fem,island,pronoun,JRNN,10.1631193161011
gender_cnp,20,fem,fem,island,pronoun,JRNN,8.31586170196533
gender_cnp,20,fem,male,island,pronoun,JRNN,1.99818170070648
gender_cnp,20,fem,male,island,pronoun,JRNN,1.99818170070648
gender_coord,20,fem,male,island,pronoun,JRNN,1.99818170070648
gender_coord,20,fem,male,island,pronoun,JRNN,1.99818170070648
gender_adjunct,20,fem,fem,island,pronoun,JRNN,6.62098598480225
gender_adjunct,20,fem,male,island,pronoun,JRNN,4.38448524475098
gender_adjunct,20,fem,fem,obj,pronoun,JRNN,7.7092399597168
gender_adjunct,20,fem,male,obj,pronoun,JRNN,2.81649994850159
gender_wh,20,fem,fem,obj,pronoun,JRNN,8.22507095336914
gender_wh,20,fem,male,obj,pronoun,JRNN,4.4829626083374
gender_wh,20,fem,fem,island,pronoun,JRNN,6.76794481277466
gender_wh,20,fem,male,island,pronoun,JRNN,4.06527900695801
gender_sent-subj,20,male,fem,island,pronoun,JRNN,1.85001695156097
gender_sent-subj,20,male,male,island,pronoun,JRNN,8.11711978912354
gender_subj,20,male,fem,island,pronoun,JRNN,1.22419762611389
gender_subj,20,male,male,island,pronoun,JRNN,6.01131963729858
gender_subj,20,male,fem,obj,pronoun,JRNN,2.05321025848389
gender_subj,20,male,male,obj,pronoun,JRNN,7.81037378311157
gender_sent-subj,20,male,fem,obj,pronoun,JRNN,1.86966192722321
gender_sent-subj,20,male,male,obj,pronoun,JRNN,7.91358089447021
gender_cnp,20,male,fem,obj,pronoun,JRNN,1.39670324325562
gender_cnp,20,male,fem,obj,pronoun,JRNN,1.39670324325562
gender_coord,20,male,fem,obj,pronoun,JRNN,1.39670324325562
gender_coord,20,male,fem,obj,pronoun,JRNN,1.39670324325562
gender_coord,20,male,male,obj,pronoun,JRNN,6.56443405151367
gender_coord,20,male,male,obj,pronoun,JRNN,6.56443405151367
gender_cnp,20,male,male,obj,pronoun,JRNN,6.56443405151367
gender_cnp,20,male,male,obj,pronoun,JRNN,6.56443405151367
gender_coord,20,male,male,island,pronoun,JRNN,9.48391628265381
gender_coord,20,male,fem,island,pronoun,JRNN,2.48555278778076
gender_coord,20,male,fem,island,pronoun,JRNN,2.48555278778076
gender_cnp,20,male,fem,island,pronoun,JRNN,2.48555278778076
gender_cnp,20,male,fem,island,pronoun,JRNN,2.48555278778076
gender_cnp,20,male,male,island,pronoun,JRNN,6.68963813781738
gender_adjunct,20,male,fem,island,pronoun,JRNN,1.89841687679291
gender_adjunct,20,male,male,island,pronoun,JRNN,7.65947484970093
gender_adjunct,20,male,fem,obj,pronoun,JRNN,2.39950752258301
gender_adjunct,20,male,male,obj,pronoun,JRNN,7.88447999954224
gender_wh,20,male,fem,obj,pronoun,JRNN,2.4085328578949
gender_wh,20,male,male,obj,pronoun,JRNN,9.48398685455322
gender_wh,20,male,fem,island,pronoun,JRNN,1.71056163311005
gender_wh,20,male,male,island,pronoun,JRNN,8.68380069732666
gender_coord,10,fem,fem,obj,pronoun,JRNN,0.60704231262207
gender_coord,10,fem,fem,obj,pronoun,JRNN,0.60704231262207
gender_cnp,10,fem,fem,obj,pronoun,JRNN,0.60704231262207
gender_cnp,10,fem,fem,obj,pronoun,JRNN,0.60704231262207
gender_coord,10,fem,male,obj,pronoun,JRNN,9.03833675384521
gender_coord,10,fem,male,obj,pronoun,JRNN,9.03833675384521
gender_cnp,10,fem,male,obj,pronoun,JRNN,9.03833675384521
gender_cnp,10,fem,male,obj,pronoun,JRNN,9.03833675384521
gender_cnp,10,fem,fem,island,pronoun,JRNN,0.636463522911072
gender_cnp,10,fem,male,island,pronoun,JRNN,7.9838662147522
gender_coord,10,fem,fem,island,pronoun,JRNN,4.50295209884644
gender_coord,10,fem,male,island,pronoun,JRNN,5.28342056274414
gender_wh,10,fem,fem,obj,pronoun,JRNN,4.98013591766357
gender_wh,10,fem,male,obj,pronoun,JRNN,9.6112232208252
gender_wh,10,fem,fem,island,pronoun,JRNN,4.58868885040283
gender_wh,10,fem,male,island,pronoun,JRNN,8.72890281677246
gender_adjunct,10,fem,fem,obj,pronoun,JRNN,2.29675960540771
gender_adjunct,10,fem,male,obj,pronoun,JRNN,6.32035303115845
gender_adjunct,15,fem,fem,obj,pronoun,JRNN,1.70354247093201
gender_adjunct,15,fem,male,obj,pronoun,JRNN,6.71768140792847
gender_adjunct,10,fem,fem,island,pronoun,JRNN,3.9217095375061
gender_adjunct,10,fem,male,island,pronoun,JRNN,10.2591695785522
gender_adjunct,15,fem,fem,island,pronoun,JRNN,0.666358470916748
gender_adjunct,15,fem,male,island,pronoun,JRNN,8.26923274993896
gender_wh,15,fem,fem,obj,pronoun,JRNN,1.13604974746704
gender_wh,15,fem,male,obj,pronoun,JRNN,7.31032037734985
gender_wh,15,fem,fem,island,pronoun,JRNN,1.36902225017548
gender_wh,15,fem,male,island,pronoun,JRNN,7.01416158676147
gender_sent-subj,10,fem,fem,island,pronoun,JRNN,3.18107986450195
gender_sent-subj,10,fem,male,island,pronoun,JRNN,8.77270603179932
gender_subj,10,fem,fem,island,pronoun,JRNN,0.52549022436142
gender_subj,10,fem,male,island,pronoun,JRNN,8.67807006835938
gender_sent-subj,10,fem,fem,obj,pronoun,JRNN,1.33560514450073
gender_sent-subj,10,fem,male,obj,pronoun,JRNN,7.69996738433838
gender_cnp,15,fem,fem,obj,pronoun,JRNN,2.32705926895142
gender_coord,15,fem,fem,obj,pronoun,JRNN,2.32705926895142
gender_cnp,15,fem,male,obj,pronoun,JRNN,7.72531127929688
gender_coord,15,fem,male,obj,pronoun,JRNN,7.72531127929688
gender_cnp,15,fem,fem,island,pronoun,JRNN,1.47979438304901
gender_cnp,15,fem,male,island,pronoun,JRNN,7.85358428955078
gender_coord,15,fem,fem,island,pronoun,JRNN,6.91631841659546
gender_coord,15,fem,male,island,pronoun,JRNN,11.2532615661621
gender_subj,10,fem,fem,obj,pronoun,JRNN,1.19106984138489
gender_subj,10,fem,male,obj,pronoun,JRNN,7.91261148452759
gender_sent-subj,15,fem,fem,island,pronoun,JRNN,4.16058301925659
gender_sent-subj,15,fem,male,island,pronoun,JRNN,7.85287714004517
gender_subj,15,fem,fem,island,pronoun,JRNN,0.995936095714569
gender_subj,15,fem,male,island,pronoun,JRNN,7.22226238250732
gender_sent-subj,15,fem,fem,obj,pronoun,JRNN,3.01641893386841
gender_sent-subj,15,fem,male,obj,pronoun,JRNN,7.02765703201294
gender_subj,15,fem,fem,obj,pronoun,JRNN,1.87849462032318
gender_subj,15,fem,male,obj,pronoun,JRNN,8.38072204589844
gender_sent-subj,13,male,fem,island,pronoun,JRNN,6.84377956390381
gender_sent-subj,13,male,male,island,pronoun,JRNN,5.07651376724243
gender_subj,13,male,fem,island,pronoun,JRNN,7.641197681427
gender_subj,13,male,male,island,pronoun,JRNN,2.57188248634338
gender_sent-subj,13,male,fem,obj,pronoun,JRNN,6.80414199829102
gender_sent-subj,13,male,male,obj,pronoun,JRNN,4.50737571716309
