test,item,lisc,pron,island,region,model,surprisal
gender_cnp,2,male,male,obj,pronoun,GRNN,5.66727685928345
gender_cnp,2,male,male,obj,pronoun,GRNN,5.66727685928345
gender_cnp,2,male,fem,island,pronoun,GRNN,7.78273868560791
gender_cnp,2,male,male,island,pronoun,GRNN,6.09697437286377
gender_coord,2,male,fem,island,pronoun,GRNN,8.86089706420898
gender_coord,2,male,male,island,pronoun,GRNN,7.50191783905029
gender_adjunct,2,male,fem,obj,pronoun,GRNN,4.73280048370361
gender_adjunct,2,male,male,obj,pronoun,GRNN,4.96916770935059
gender_wh,2,male,fem,obj,pronoun,GRNN,4.18622922897339
gender_wh,2,male,male,obj,pronoun,GRNN,5.14013290405273
gender_wh,2,male,fem,island,pronoun,GRNN,4.61565828323364
gender_wh,2,male,male,island,pronoun,GRNN,5.19497537612915
gender_sent-subj,2,male,fem,island,pronoun,GRNN,4.96126365661621
gender_sent-subj,2,male,male,island,pronoun,GRNN,4.59286689758301
gender_subj,2,male,fem,island,pronoun,GRNN,5.4139404296875
gender_subj,2,male,male,island,pronoun,GRNN,4.89705514907837
gender_subj,2,male,fem,obj,pronoun,GRNN,6.30637836456299
gender_subj,2,male,male,obj,pronoun,GRNN,5.23315000534058
gender_sent-subj,2,male,fem,obj,pronoun,GRNN,4.29981279373169
gender_sent-subj,2,male,male,obj,pronoun,GRNN,4.28062772750854
gender_adjunct,2,male,fem,island,pronoun,GRNN,4.38573551177979
gender_adjunct,2,male,male,island,pronoun,GRNN,4.99812841415405
gender_adjunct,11,male,fem,obj,pronoun,GRNN,7.80346584320068
gender_adjunct,11,male,male,obj,pronoun,GRNN,5.71937608718872
gender_adjunct,11,male,fem,island,pronoun,GRNN,6.10090589523315
gender_adjunct,11,male,male,island,pronoun,GRNN,5.16627359390259
gender_sent-subj,11,male,fem,island,pronoun,GRNN,6.52659034729004
gender_sent-subj,11,male,male,island,pronoun,GRNN,5.05368852615356
gender_subj,11,male,fem,island,pronoun,GRNN,7.40160989761353
gender_subj,11,male,male,island,pronoun,GRNN,4.90155410766602
gender_sent-subj,11,male,fem,obj,pronoun,GRNN,6.16629981994629
gender_sent-subj,11,male,male,obj,pronoun,GRNN,5.26510906219482
gender_subj,11,male,fem,obj,pronoun,GRNN,7.63304853439331
gender_subj,11,male,male,obj,pronoun,GRNN,5.35976791381836
gender_wh,11,male,fem,obj,pronoun,GRNN,7.34440326690674
gender_wh,11,male,male,obj,pronoun,GRNN,5.86060047149658
gender_cnp,11,male,fem,obj,pronoun,GRNN,4.974449634552
gender_cnp,11,male,fem,obj,pronoun,GRNN,4.974449634552
gender_coord,11,male,fem,obj,pronoun,GRNN,4.97444820404053
gender_coord,11,male,fem,obj,pronoun,GRNN,4.97444820404053
gender_coord,11,male,male,obj,pronoun,GRNN,3.60720252990723
gender_coord,11,male,male,obj,pronoun,GRNN,3.60720252990723
gender_cnp,11,male,male,obj,pronoun,GRNN,3.60720157623291
gender_cnp,11,male,male,obj,pronoun,GRNN,3.60720157623291
gender_cnp,11,male,fem,island,pronoun,GRNN,4.15157508850098
gender_cnp,11,male,male,island,pronoun,GRNN,4.21941328048706
gender_coord,11,male,fem,island,pronoun,GRNN,8.61814212799072
gender_coord,11,male,male,island,pronoun,GRNN,6.4167218208313
gender_wh,11,male,fem,island,pronoun,GRNN,7.81846570968628
gender_wh,11,male,male,island,pronoun,GRNN,5.53860521316528
gender_adjunct,8,fem,fem,island,pronoun,GRNN,4.44512367248535
gender_adjunct,8,fem,male,island,pronoun,GRNN,6.94015979766846
gender_cnp,8,fem,fem,obj,pronoun,GRNN,4.44211483001709
gender_cnp,8,fem,fem,obj,pronoun,GRNN,4.44211483001709
gender_coord,8,fem,fem,obj,pronoun,GRNN,4.44211339950562
gender_coord,8,fem,fem,obj,pronoun,GRNN,4.44211339950562
gender_cnp,8,fem,male,obj,pronoun,GRNN,5.59136343002319
gender_cnp,8,fem,male,obj,pronoun,GRNN,5.59136343002319
gender_coord,8,fem,male,obj,pronoun,GRNN,5.59136343002319
gender_coord,8,fem,male,obj,pronoun,GRNN,5.59136343002319
gender_cnp,8,fem,fem,island,pronoun,GRNN,5.21730756759644
gender_cnp,8,fem,male,island,pronoun,GRNN,7.21044635772705
gender_coord,8,fem,fem,island,pronoun,GRNN,9.64761543273926
gender_coord,8,fem,male,island,pronoun,GRNN,10.3264646530151
gender_sent-subj,8,fem,fem,island,pronoun,GRNN,5.72247076034546
gender_sent-subj,8,fem,male,island,pronoun,GRNN,6.5728497505188
gender_subj,8,fem,fem,island,pronoun,GRNN,6.27318048477173
gender_subj,8,fem,male,island,pronoun,GRNN,6.05340576171875
gender_sent-subj,8,fem,fem,obj,pronoun,GRNN,5.04876804351807
gender_sent-subj,8,fem,male,obj,pronoun,GRNN,6.23033428192139
gender_subj,8,fem,fem,obj,pronoun,GRNN,7.3944673538208
gender_subj,8,fem,male,obj,pronoun,GRNN,7.63606548309326
gender_wh,8,fem,fem,obj,pronoun,GRNN,3.71149730682373
gender_wh,8,fem,male,obj,pronoun,GRNN,6.35600137710571
gender_wh,8,fem,fem,island,pronoun,GRNN,4.22470378875732
gender_wh,8,fem,male,island,pronoun,GRNN,6.22761631011963
gender_adjunct,8,fem,fem,obj,pronoun,GRNN,4.50245141983032
gender_adjunct,8,fem,male,obj,pronoun,GRNN,6.34487104415894
gender_adjunct,8,male,fem,island,pronoun,GRNN,5.63679170608521
gender_adjunct,8,male,male,island,pronoun,GRNN,5.37480688095093
gender_sent-subj,17,male,fem,island,pronoun,GRNN,8.45890617370605
gender_sent-subj,17,male,male,island,pronoun,GRNN,6.4608302116394
gender_subj,17,male,fem,island,pronoun,GRNN,6.51664257049561
gender_subj,17,male,male,island,pronoun,GRNN,4.11248207092285
gender_coord,8,male,fem,obj,pronoun,GRNN,6.41257858276367
gender_coord,8,male,fem,obj,pronoun,GRNN,6.41257858276367
gender_cnp,8,male,fem,obj,pronoun,GRNN,6.41257810592651
gender_cnp,8,male,fem,obj,pronoun,GRNN,6.41257810592651
gender_cnp,8,male,male,obj,pronoun,GRNN,4.39394664764404
gender_cnp,8,male,male,obj,pronoun,GRNN,4.39394664764404
gender_coord,8,male,male,obj,pronoun,GRNN,4.39394807815552
gender_coord,8,male,male,obj,pronoun,GRNN,4.39394807815552
gender_cnp,8,male,fem,island,pronoun,GRNN,7.66421890258789
gender_cnp,8,male,male,island,pronoun,GRNN,5.843590259552
gender_coord,8,male,fem,island,pronoun,GRNN,11.4404907226562
gender_coord,8,male,male,island,pronoun,GRNN,8.86926460266113
gender_cnp,17,male,fem,obj,pronoun,GRNN,7.95647287368774
gender_cnp,17,male,fem,obj,pronoun,GRNN,7.95647287368774
gender_coord,17,male,fem,obj,pronoun,GRNN,7.9564733505249
gender_coord,17,male,fem,obj,pronoun,GRNN,7.9564733505249
gender_coord,17,male,male,obj,pronoun,GRNN,4.79645824432373
gender_coord,17,male,male,obj,pronoun,GRNN,4.79645824432373
gender_cnp,17,male,male,obj,pronoun,GRNN,4.79645872116089
gender_cnp,17,male,male,obj,pronoun,GRNN,4.79645872116089
gender_cnp,17,male,fem,island,pronoun,GRNN,9.11909675598145
gender_cnp,17,male,male,island,pronoun,GRNN,6.94548082351685
gender_coord,17,male,fem,island,pronoun,GRNN,9.63346576690674
gender_coord,17,male,male,island,pronoun,GRNN,7.23009729385376
gender_subj,17,male,fem,obj,pronoun,GRNN,6.83489036560059
gender_subj,17,male,male,obj,pronoun,GRNN,4.57068967819214
gender_sent-subj,17,male,fem,obj,pronoun,GRNN,7.6067008972168
gender_sent-subj,17,male,male,obj,pronoun,GRNN,6.20020866394043
gender_adjunct,17,male,fem,obj,pronoun,GRNN,7.2935905456543
gender_adjunct,17,male,male,obj,pronoun,GRNN,4.84408712387085
gender_adjunct,1,male,fem,island,pronoun,GRNN,4.2975435256958
gender_adjunct,1,male,male,island,pronoun,GRNN,4.59414768218994
gender_wh,17,male,fem,obj,pronoun,GRNN,6.82269716262817
gender_wh,17,male,male,obj,pronoun,GRNN,5.19200706481934
gender_wh,17,male,fem,island,pronoun,GRNN,7.10803556442261
gender_wh,17,male,male,island,pronoun,GRNN,5.02997827529907
gender_sent-subj,29,male,fem,island,pronoun,GRNN,10.2711067199707
gender_sent-subj,29,male,male,island,pronoun,GRNN,9.32884120941162
gender_sent-subj,8,male,fem,island,pronoun,GRNN,7.78715562820435
gender_sent-subj,8,male,male,island,pronoun,GRNN,5.28491926193237
gender_subj,29,male,fem,island,pronoun,GRNN,7.80393886566162
gender_subj,29,male,male,island,pronoun,GRNN,5.93736028671265
gender_subj,8,male,fem,island,pronoun,GRNN,7.78832626342773
gender_subj,8,male,male,island,pronoun,GRNN,4.56292390823364
gender_sent-subj,8,male,fem,obj,pronoun,GRNN,7.63950061798096
gender_sent-subj,8,male,male,obj,pronoun,GRNN,4.72761678695679
gender_coord,29,male,fem,obj,pronoun,GRNN,9.59976959228516
gender_coord,29,male,fem,obj,pronoun,GRNN,9.59976959228516
gender_cnp,29,male,fem,obj,pronoun,GRNN,9.59977054595947
gender_cnp,29,male,fem,obj,pronoun,GRNN,9.59977054595947
gender_cnp,29,male,male,obj,pronoun,GRNN,6.97822380065918
gender_cnp,29,male,male,obj,pronoun,GRNN,6.97822380065918
gender_coord,29,male,male,obj,pronoun,GRNN,6.97822284698486
gender_coord,29,male,male,obj,pronoun,GRNN,6.97822284698486
gender_cnp,29,male,fem,island,pronoun,GRNN,7.09441757202148
gender_cnp,29,male,male,island,pronoun,GRNN,5.72145938873291
gender_coord,29,male,fem,island,pronoun,GRNN,9.89293479919434
gender_coord,29,male,male,island,pronoun,GRNN,7.26180553436279
gender_subj,8,male,fem,obj,pronoun,GRNN,9.08680438995361
gender_subj,8,male,male,obj,pronoun,GRNN,6.40569686889648
gender_subj,29,male,fem,obj,pronoun,GRNN,8.98632621765137
gender_subj,29,male,male,obj,pronoun,GRNN,6.70062446594238
gender_sent-subj,29,male,fem,obj,pronoun,GRNN,10.2615661621094
gender_sent-subj,29,male,male,obj,pronoun,GRNN,9.57713317871094
gender_adjunct,1,male,fem,obj,pronoun,GRNN,5.35665082931519
gender_adjunct,1,male,male,obj,pronoun,GRNN,4.74497127532959
gender_sent-subj,1,male,fem,island,pronoun,GRNN,6.23502588272095
gender_sent-subj,1,male,male,island,pronoun,GRNN,4.67043113708496
gender_wh,29,male,fem,obj,pronoun,GRNN,5.89012718200684
gender_wh,29,male,male,obj,pronoun,GRNN,5.92449378967285
gender_subj,1,male,fem,island,pronoun,GRNN,6.29740953445435
gender_subj,1,male,male,island,pronoun,GRNN,4.3358416557312
gender_subj,1,male,fem,obj,pronoun,GRNN,6.34455633163452
gender_subj,1,male,male,obj,pronoun,GRNN,4.61955738067627
gender_sent-subj,1,male,fem,obj,pronoun,GRNN,6.21050691604614
gender_sent-subj,1,male,male,obj,pronoun,GRNN,5.32233381271362
gender_wh,29,male,fem,island,pronoun,GRNN,6.03843688964844
gender_wh,29,male,male,island,pronoun,GRNN,5.43900060653687
gender_adjunct,29,male,fem,island,pronoun,GRNN,6.43063735961914
gender_adjunct,29,male,male,island,pronoun,GRNN,6.57901573181152
gender_adjunct,29,male,fem,obj,pronoun,GRNN,5.40652084350586
gender_adjunct,29,male,male,obj,pronoun,GRNN,4.86631917953491
gender_wh,8,male,fem,obj,pronoun,GRNN,5.20174407958984
gender_wh,8,male,male,obj,pronoun,GRNN,5.12180089950562
gender_wh,8,male,fem,island,pronoun,GRNN,5.81850862503052
gender_wh,8,male,male,island,pronoun,GRNN,5.06237936019897
gender_wh,1,male,fem,obj,pronoun,GRNN,5.25478029251099
gender_wh,1,male,male,obj,pronoun,GRNN,5.30476427078247
gender_cnp,1,male,fem,obj,pronoun,GRNN,6.5027232170105
gender_cnp,1,male,fem,obj,pronoun,GRNN,6.5027232170105
gender_coord,1,male,fem,obj,pronoun,GRNN,6.50272369384766
gender_coord,1,male,fem,obj,pronoun,GRNN,6.50272369384766
gender_coord,1,male,male,obj,pronoun,GRNN,5.84869909286499
gender_coord,1,male,male,obj,pronoun,GRNN,5.84869909286499
gender_cnp,1,male,male,obj,pronoun,GRNN,5.84869956970215
gender_cnp,1,male,male,obj,pronoun,GRNN,5.84869956970215
gender_coord,1,male,fem,island,pronoun,GRNN,8.33590316772461
gender_coord,1,male,male,island,pronoun,GRNN,6.75548315048218
gender_cnp,1,male,fem,island,pronoun,GRNN,4.62073659896851
gender_cnp,1,male,male,island,pronoun,GRNN,5.26463794708252
gender_wh,1,male,fem,island,pronoun,GRNN,5.36826992034912
gender_wh,1,male,male,island,pronoun,GRNN,5.04800748825073
gender_adjunct,17,male,fem,island,pronoun,GRNN,6.749596118927
gender_adjunct,17,male,male,island,pronoun,GRNN,5.61596870422363
gender_adjunct,8,male,fem,obj,pronoun,GRNN,6.34819078445435
gender_adjunct,8,male,male,obj,pronoun,GRNN,5.36090564727783
gender_sent-subj,9,male,fem,island,pronoun,GRNN,5.76288986206055
gender_sent-subj,9,male,male,island,pronoun,GRNN,4.50198841094971
gender_wh,9,male,fem,obj,pronoun,GRNN,4.87457227706909
gender_wh,9,male,male,obj,pronoun,GRNN,3.08676075935364
gender_subj,9,male,fem,island,pronoun,GRNN,5.87054681777954
gender_subj,9,male,male,island,pronoun,GRNN,2.8290128707885698
gender_cnp,9,male,fem,obj,pronoun,GRNN,5.67696714401245
gender_cnp,9,male,fem,obj,pronoun,GRNN,5.67696714401245
gender_coord,9,male,fem,obj,pronoun,GRNN,5.67696857452393
gender_coord,9,male,fem,obj,pronoun,GRNN,5.67696857452393
gender_coord,9,male,male,obj,pronoun,GRNN,5.08588361740112
gender_coord,9,male,male,obj,pronoun,GRNN,5.08588361740112
gender_cnp,9,male,male,obj,pronoun,GRNN,5.08588218688965
gender_cnp,9,male,male,obj,pronoun,GRNN,5.08588218688965
gender_coord,9,male,fem,island,pronoun,GRNN,8.35960674285889
gender_coord,9,male,male,island,pronoun,GRNN,6.11351633071899
gender_cnp,9,male,fem,island,pronoun,GRNN,7.89813470840454
gender_cnp,9,male,male,island,pronoun,GRNN,5.07541227340698
gender_sent-subj,9,male,fem,obj,pronoun,GRNN,5.36796951293945
gender_sent-subj,9,male,male,obj,pronoun,GRNN,4.88519477844238
gender_subj,9,male,fem,obj,pronoun,GRNN,6.6336989402771
gender_subj,9,male,male,obj,pronoun,GRNN,4.56595993041992
gender_wh,9,male,fem,island,pronoun,GRNN,5.26256322860718
gender_wh,9,male,male,island,pronoun,GRNN,3.14983606338501
gender_adjunct,9,male,fem,obj,pronoun,GRNN,5.66331958770752
gender_adjunct,9,male,male,obj,pronoun,GRNN,3.30102777481079
gender_adjunct,9,male,fem,island,pronoun,GRNN,4.55902910232544
gender_adjunct,9,male,male,island,pronoun,GRNN,2.61794209480286
gender_sent-subj,9,fem,fem,island,pronoun,GRNN,3.82044720649719
gender_sent-subj,9,fem,male,island,pronoun,GRNN,5.31027364730835
gender_wh,9,fem,fem,obj,pronoun,GRNN,2.20202589035034
gender_wh,9,fem,male,obj,pronoun,GRNN,4.20902442932129
gender_subj,9,fem,fem,island,pronoun,GRNN,3.52614235877991
gender_subj,9,fem,male,island,pronoun,GRNN,3.58679294586182
gender_coord,9,fem,fem,obj,pronoun,GRNN,3.57346677780151
gender_coord,9,fem,fem,obj,pronoun,GRNN,3.57346677780151
gender_cnp,9,fem,fem,obj,pronoun,GRNN,3.57346701622009
gender_cnp,9,fem,fem,obj,pronoun,GRNN,3.57346701622009
gender_cnp,9,fem,male,obj,pronoun,GRNN,5.75742769241333
gender_cnp,9,fem,male,obj,pronoun,GRNN,5.75742769241333
gender_coord,9,fem,male,obj,pronoun,GRNN,5.75742769241333
gender_coord,9,fem,male,obj,pronoun,GRNN,5.75742769241333
gender_coord,9,fem,fem,island,pronoun,GRNN,6.23398303985596
gender_coord,9,fem,male,island,pronoun,GRNN,7.29007911682129
gender_cnp,9,fem,fem,island,pronoun,GRNN,4.533034324646
gender_cnp,9,fem,male,island,pronoun,GRNN,6.12769222259521
gender_sent-subj,9,fem,fem,obj,pronoun,GRNN,3.59532237052917
gender_sent-subj,9,fem,male,obj,pronoun,GRNN,5.62578821182251
gender_subj,9,fem,fem,obj,pronoun,GRNN,4.30483055114746
gender_subj,9,fem,male,obj,pronoun,GRNN,5.37750768661499
gender_wh,9,fem,fem,island,pronoun,GRNN,2.82457375526428
gender_wh,9,fem,male,island,pronoun,GRNN,4.11442756652832
gender_adjunct,9,fem,fem,obj,pronoun,GRNN,2.39447140693665
gender_adjunct,9,fem,male,obj,pronoun,GRNN,4.19534730911255
gender_adjunct,9,fem,fem,island,pronoun,GRNN,1.77221047878265
gender_adjunct,9,fem,male,island,pronoun,GRNN,4.23552894592285
gender_adjunct,11,fem,fem,obj,pronoun,GRNN,5.08917951583862
gender_adjunct,11,fem,male,obj,pronoun,GRNN,6.81013584136963
gender_adjunct,11,fem,fem,island,pronoun,GRNN,3.51970624923706
gender_adjunct,11,fem,male,island,pronoun,GRNN,6.16265344619751
gender_sent-subj,11,fem,fem,island,pronoun,GRNN,4.09897613525391
gender_sent-subj,11,fem,male,island,pronoun,GRNN,5.79083442687988
gender_subj,11,fem,fem,island,pronoun,GRNN,5.14265823364258
gender_subj,11,fem,male,island,pronoun,GRNN,5.90208721160889
gender_sent-subj,11,fem,fem,obj,pronoun,GRNN,4.16852760314941
gender_sent-subj,11,fem,male,obj,pronoun,GRNN,6.26619863510132
gender_subj,11,fem,fem,obj,pronoun,GRNN,5.60774898529053
gender_subj,11,fem,male,obj,pronoun,GRNN,6.18369102478027
gender_wh,11,fem,fem,obj,pronoun,GRNN,4.76432991027832
gender_wh,11,fem,male,obj,pronoun,GRNN,6.99046754837036
gender_cnp,11,fem,fem,obj,pronoun,GRNN,2.38694858551025
gender_cnp,11,fem,fem,obj,pronoun,GRNN,2.38694858551025
gender_coord,11,fem,fem,obj,pronoun,GRNN,2.38694834709167
gender_coord,11,fem,fem,obj,pronoun,GRNN,2.38694834709167
gender_coord,11,fem,male,obj,pronoun,GRNN,4.9129695892334
gender_coord,11,fem,male,obj,pronoun,GRNN,4.9129695892334
gender_cnp,11,fem,male,obj,pronoun,GRNN,4.91297054290771
gender_cnp,11,fem,male,obj,pronoun,GRNN,4.91297054290771
gender_cnp,11,fem,fem,island,pronoun,GRNN,1.83751344680786
gender_cnp,11,fem,male,island,pronoun,GRNN,5.69670915603638
gender_coord,11,fem,fem,island,pronoun,GRNN,6.52133798599243
gender_coord,11,fem,male,island,pronoun,GRNN,7.50052976608276
gender_wh,11,fem,fem,island,pronoun,GRNN,5.29267978668213
gender_wh,11,fem,male,island,pronoun,GRNN,6.87395429611206
gender_adjunct,24,male,fem,island,pronoun,GRNN,5.25620460510254
gender_adjunct,24,male,male,island,pronoun,GRNN,2.98080134391785
gender_wh,24,male,fem,obj,pronoun,GRNN,4.96475648880005
gender_wh,24,male,male,obj,pronoun,GRNN,3.39949536323547
gender_wh,24,male,fem,island,pronoun,GRNN,5.92014980316162
gender_wh,24,male,male,island,pronoun,GRNN,4.03735637664795
gender_adjunct,24,male,fem,obj,pronoun,GRNN,5.25686979293823
gender_adjunct,24,male,male,obj,pronoun,GRNN,2.73305177688599
gender_sent-subj,24,male,fem,island,pronoun,GRNN,6.78318738937378
gender_sent-subj,24,male,male,island,pronoun,GRNN,5.15929937362671
gender_subj,24,male,fem,island,pronoun,GRNN,5.08687448501587
gender_subj,24,male,male,island,pronoun,GRNN,4.13590812683105
gender_sent-subj,24,male,fem,obj,pronoun,GRNN,7.1802864074707
gender_sent-subj,24,male,male,obj,pronoun,GRNN,6.25778341293335
gender_subj,24,male,fem,obj,pronoun,GRNN,5.96293973922729
gender_subj,24,male,male,obj,pronoun,GRNN,4.8218674659729
gender_cnp,24,male,fem,obj,pronoun,GRNN,5.78964471817017
gender_cnp,24,male,fem,obj,pronoun,GRNN,5.78964471817017
gender_coord,24,male,fem,obj,pronoun,GRNN,5.78964519500732
gender_coord,24,male,fem,obj,pronoun,GRNN,5.78964519500732
gender_cnp,24,male,male,obj,pronoun,GRNN,4.63823795318604
gender_cnp,24,male,male,obj,pronoun,GRNN,4.63823795318604
gender_coord,24,male,male,obj,pronoun,GRNN,4.63823652267456
gender_coord,24,male,male,obj,pronoun,GRNN,4.63823652267456
gender_cnp,24,male,fem,island,pronoun,GRNN,6.37542295455933
gender_cnp,24,male,male,island,pronoun,GRNN,4.79677295684814
gender_coord,24,male,fem,island,pronoun,GRNN,7.98045587539673
gender_coord,24,male,male,island,pronoun,GRNN,4.99883556365967
gender_sent-subj,17,fem,fem,island,pronoun,GRNN,6.41762161254883
gender_sent-subj,17,fem,male,island,pronoun,GRNN,7.15967321395874
gender_subj,17,fem,fem,island,pronoun,GRNN,3.8585352897644
gender_subj,17,fem,male,island,pronoun,GRNN,5.16319561004639
gender_coord,17,fem,fem,obj,pronoun,GRNN,5.43725967407227
gender_coord,17,fem,fem,obj,pronoun,GRNN,5.43725967407227
gender_cnp,17,fem,fem,obj,pronoun,GRNN,5.43725967407227
gender_cnp,17,fem,fem,obj,pronoun,GRNN,5.43725967407227
gender_coord,17,fem,male,obj,pronoun,GRNN,5.78713703155518
gender_coord,17,fem,male,obj,pronoun,GRNN,5.78713703155518
gender_cnp,17,fem,male,obj,pronoun,GRNN,5.78713703155518
gender_cnp,17,fem,male,obj,pronoun,GRNN,5.78713703155518
gender_cnp,17,fem,fem,island,pronoun,GRNN,6.30548524856567
gender_cnp,17,fem,male,island,pronoun,GRNN,8.15095138549805
gender_coord,17,fem,fem,island,pronoun,GRNN,7.89081048965454
gender_coord,17,fem,male,island,pronoun,GRNN,8.28967952728271
gender_subj,17,fem,fem,obj,pronoun,GRNN,4.20797204971313
gender_subj,17,fem,male,obj,pronoun,GRNN,5.66462326049805
gender_sent-subj,17,fem,fem,obj,pronoun,GRNN,5.7078742980957
gender_sent-subj,17,fem,male,obj,pronoun,GRNN,7.03017854690552
gender_adjunct,17,fem,fem,obj,pronoun,GRNN,4.12104368209839
gender_adjunct,17,fem,male,obj,pronoun,GRNN,5.96321725845337
gender_adjunct,1,fem,fem,island,pronoun,GRNN,2.32124352455139
gender_adjunct,1,fem,male,island,pronoun,GRNN,5.48619508743286
gender_wh,17,fem,fem,obj,pronoun,GRNN,4.08710384368896
gender_wh,17,fem,male,obj,pronoun,GRNN,6.11892175674438
gender_wh,17,fem,fem,island,pronoun,GRNN,4.33105039596558
gender_wh,17,fem,male,island,pronoun,GRNN,6.05942058563232
gender_sent-subj,29,fem,fem,island,pronoun,GRNN,8.01328468322754
gender_sent-subj,29,fem,male,island,pronoun,GRNN,10.4389696121216
gender_subj,29,fem,fem,island,pronoun,GRNN,6.18469476699829
gender_subj,29,fem,male,island,pronoun,GRNN,7.18120861053467
gender_cnp,29,fem,fem,obj,pronoun,GRNN,7.19582605361938
gender_cnp,29,fem,fem,obj,pronoun,GRNN,7.19582605361938
gender_coord,29,fem,fem,obj,pronoun,GRNN,7.19582653045654
gender_coord,29,fem,fem,obj,pronoun,GRNN,7.19582653045654
gender_coord,29,fem,male,obj,pronoun,GRNN,8.17306137084961
gender_coord,29,fem,male,obj,pronoun,GRNN,8.17306137084961
gender_cnp,29,fem,male,obj,pronoun,GRNN,8.17306041717529
gender_cnp,29,fem,male,obj,pronoun,GRNN,8.17306041717529
gender_cnp,29,fem,fem,island,pronoun,GRNN,4.78928756713867
gender_cnp,29,fem,male,island,pronoun,GRNN,6.71566486358643
gender_coord,29,fem,fem,island,pronoun,GRNN,7.75189971923828
gender_coord,29,fem,male,island,pronoun,GRNN,8.40324211120605
gender_subj,29,fem,fem,obj,pronoun,GRNN,7.11519718170166
gender_subj,29,fem,male,obj,pronoun,GRNN,7.68678045272827
gender_sent-subj,29,fem,fem,obj,pronoun,GRNN,8.23562526702881
gender_sent-subj,29,fem,male,obj,pronoun,GRNN,10.7385396957397
gender_adjunct,1,fem,fem,obj,pronoun,GRNN,2.74460816383362
gender_adjunct,1,fem,male,obj,pronoun,GRNN,5.92518043518066
gender_sent-subj,1,fem,fem,island,pronoun,GRNN,4.43323373794556
gender_sent-subj,1,fem,male,island,pronoun,GRNN,5.46665096282959
gender_wh,29,fem,fem,obj,pronoun,GRNN,4.52351045608521
gender_wh,29,fem,male,obj,pronoun,GRNN,6.44827699661255
gender_subj,1,fem,fem,island,pronoun,GRNN,5.29799842834473
gender_subj,1,fem,male,island,pronoun,GRNN,5.88569641113281
gender_subj,1,fem,fem,obj,pronoun,GRNN,4.76120615005493
gender_subj,1,fem,male,obj,pronoun,GRNN,5.60745143890381
gender_sent-subj,1,fem,fem,obj,pronoun,GRNN,4.70851898193359
gender_sent-subj,1,fem,male,obj,pronoun,GRNN,6.05486965179443
gender_wh,29,fem,fem,island,pronoun,GRNN,4.7585711479187
gender_wh,29,fem,male,island,pronoun,GRNN,6.03821849822998
gender_adjunct,29,fem,fem,island,pronoun,GRNN,5.18696689605713
gender_adjunct,29,fem,male,island,pronoun,GRNN,7.6240930557251
gender_adjunct,29,fem,fem,obj,pronoun,GRNN,3.84485602378845
gender_adjunct,29,fem,male,obj,pronoun,GRNN,5.66562271118164
gender_wh,1,fem,fem,obj,pronoun,GRNN,2.97037076950073
gender_wh,1,fem,male,obj,pronoun,GRNN,6.02516746520996
gender_coord,1,fem,fem,obj,pronoun,GRNN,4.76505184173584
gender_coord,1,fem,fem,obj,pronoun,GRNN,4.76505184173584
gender_cnp,1,fem,fem,obj,pronoun,GRNN,4.76505184173584
gender_cnp,1,fem,fem,obj,pronoun,GRNN,4.76505184173584
gender_cnp,1,fem,male,obj,pronoun,GRNN,6.72106266021729
gender_cnp,1,fem,male,obj,pronoun,GRNN,6.72106266021729
gender_coord,1,fem,male,obj,pronoun,GRNN,6.72106266021729
gender_coord,1,fem,male,obj,pronoun,GRNN,6.72106266021729
gender_coord,1,fem,fem,island,pronoun,GRNN,6.89462423324585
gender_coord,1,fem,male,island,pronoun,GRNN,7.85861730575562
gender_cnp,1,fem,fem,island,pronoun,GRNN,2.46414995193481
gender_cnp,1,fem,male,island,pronoun,GRNN,6.26373767852783
gender_wh,1,fem,fem,island,pronoun,GRNN,3.05833649635315
gender_wh,1,fem,male,island,pronoun,GRNN,5.93254613876343
gender_adjunct,17,fem,fem,island,pronoun,GRNN,3.80563259124756
gender_adjunct,17,fem,male,island,pronoun,GRNN,6.84487056732178
gender_adjunct,12,male,fem,obj,pronoun,GRNN,6.06954002380371
gender_adjunct,12,male,male,obj,pronoun,GRNN,3.53505229949951
gender_sent-subj,12,male,fem,island,pronoun,GRNN,5.97019529342651
gender_sent-subj,12,male,male,island,pronoun,GRNN,5.5208592414856
gender_subj,12,male,fem,island,pronoun,GRNN,6.74786376953125
gender_subj,12,male,male,island,pronoun,GRNN,4.54646682739258
gender_subj,12,male,fem,obj,pronoun,GRNN,6.81866216659546
gender_subj,12,male,male,obj,pronoun,GRNN,5.56729030609131
gender_sent-subj,12,male,fem,obj,pronoun,GRNN,5.63565635681152
gender_sent-subj,12,male,male,obj,pronoun,GRNN,5.58234834671021
gender_adjunct,12,male,fem,island,pronoun,GRNN,5.94689702987671
gender_adjunct,12,male,male,island,pronoun,GRNN,4.3875207901001
gender_wh,12,male,fem,obj,pronoun,GRNN,6.30974960327148
gender_wh,12,male,male,obj,pronoun,GRNN,5.15232515335083
gender_wh,12,male,fem,island,pronoun,GRNN,6.13022661209106
gender_wh,12,male,male,island,pronoun,GRNN,4.90630722045898
gender_coord,12,male,fem,obj,pronoun,GRNN,7.17227554321289
gender_coord,12,male,fem,obj,pronoun,GRNN,7.17227554321289
gender_cnp,12,male,fem,obj,pronoun,GRNN,7.17227554321289
gender_cnp,12,male,fem,obj,pronoun,GRNN,7.17227554321289
